pizd materin pokvaren policij reagir iskorištavanj dječic,3
velk fac,2
fb sluz zajebanciju.. sta los slik djetinjstv src poljevanj vod slično.. drustven mrež sta hoce.. bolj vrijedanj ponizavanj slično..,2
zan vlad donijet zakon zaštit građan vlad političar in umišljen veličin,1
mor zadnj src ugradi rasprodaj konzum p.,1
cuj too plaka gadan ko noc sta treba mora uda karikatur,3
paz komentir hod gled telefon hladn al momak radiš vrijem slikaš ub pomažuć ranjen hekla ajm realn licemjern,3
vratit kolind im vec plac mogl bolj vis ic `` poslovn '' sastank sjedinjen americk drzav trun jeb treb mlad covijek otic drzav ce pruzit treb drzav mogucnost,3
mafij lož če nered tribin,3
jasn marihan legalizir došl kolaps farmaceutsk industrij svijet .to novost mladic niz plemenit biljk izljeci treb dopunsk zdrastven,1
zov sadda husein mora otvara članak,3
slobodn dođit kbc vidjet ćcet ljud bor život izuzetak.. slik čovjek spav većin pacjent provod sat dijaliz brž prošl vrijeme..-.-,2
zemlj opljacka nas domoljub vlastit normaln im dnevnic,1
doć 100 prosvjednik 50 alkoholičar običaj riječ peder najmanj treb ogradi žic upali benzin,3
napaljen pretpostavlja negativc voajer zur tuđ balkon ok,2
mal provokator služb mam policajc visin zadatk,3
škol bolnic raspada im ljud vodovod dostupan majmun grad jeben fontane..bogtejebolud,1
monstrum cul im transplatacij src zgadi zivot nem institucij kontrolir transplatacij ljecnik/bolnic provel operacij nist prijavi ocigledn im novc platit ljudsk zivot,2
promašen tem prosvjed narod stvarn ispran mozg treba prosvjedova todorić ovrš im podmir dug dobavljač držav bank im dovoljn podmir dugovanj,1
kriv fax za studir medicin plasticn kirurgij der lov glupac,3
im divn vlad hdza most patronat svet gosp katoličk crkv paz postan prebogat postan ohol siromašn hrva vol mučenic patnic direktn kart raj pukn munj dobr pogod,3
sexy guzic 99 65 godisnjakinj im sexy guzic cur lijep super zaradjuj sta debel postoj trzist al rec debel laz valj napomen 24 izgled ce izgleda djec 45 moz uvjeri zdrav 24 godisnj cur izgleda velik razlik izmedj izgled prav zen mrsavic monik belluc debel tock,2
zna nisk mora past ljud naslikavaš id šišanj bitn jel pitanj todorić tit plenković lady gag pisanj stvar naprasn izrugivanj koncept glav mog skži jednak batarel markićk drug krajnost debilizm,3
vidi reklam konzum trgovin slav 60 godin postojanj reklam nasmiješen rob posložen špag voć svjež jebot led ko čitanc poznavanj rob trgovačk škol peciv ispečen jestiv blijed izlog harmon jebot dođeš konzum zagreb gleda burek glav nosiš. pita bojiš stra dođ ki banan jebot apara cijen majmune.n kaž al vidiš izraz lic misli.dakl loš matematic glup logik ošl .c prostit todorić rođen 1951. godin zagreb podvuka papir ispad im 66 godin nebud lijen unes podatk mobitel digitron izračuna bra brat todorić godin jebot led otvori0 konzum jebot godin posta tajkun.misli jebot betoven sklada oper gajev kupova ukraink sex iša vrtić broja englesk 10 misli einstein todorić 10 dućan nabroja prst ruk jebot svak dal godin misli pimpek služ zaljevanj cvijeć pol ulic lud zapiša fasad godin jeb zna trgovin lanc trgovin otvori jebot ko laž,1
sta znac pr star slic terez kesov utegl voli izraz star tet 40 godin isl klizanj slomi ruk pr star klizanj cem viii ko dobr izgled moz nosi slobodn,2
dan morbidn izjav `` precjednic '' plenk ministr plagijator jebivjetr vraća pol tisućljeć prošlost.začas inkvizicij uvest jeb svemir,3
dan dan mog iznenadi glupost cita id brin ljud drzav al bitn nasetav drzav prosip magl godin mandat nist korisn napravi pretac supljeg prazn ceka nov izbor uredn skin tron pomogl,1
bak 60 spektakularn zen im 47 godin igr slucaj kcer posta majk tim posta bak zen dob postaj majk izgleda ko avion pridajet paznj,2
sta cek ulic kamiondzij ucjenjuj cijel hrvatsku.spasava radn mijest sisack rafinerij torped harter borov,1
sramotn životinj muč dotičn neodgovorn sigurn dobiv lijep novc `` grl životinj '' ubir novc prijavljen opg- uzg konj izgladnjuj životinj nada nadležn institucij djelova dotičn `` pravedn '' kažnjen,2
sugav drzav brin lopov ubojic ostali olos pokra gradan nema kruh nema posa imat posa đab dobi plac jeb jel da bog srusi lijep nas drzavic '',1
zainteresir vijest osjeti snažn bol predjel kurc,3
ministr imat prilik otić burz rad vidjet od zadnj radn sposoban stanovnik hrvatsk guli grbač živjet zarađiva plać zaslužuj,3
jel mož dobi adres pošalj 29dkg tirolsk pol kruh,2
brav ministr ukin medicinsk studij studij filozofj ku glup doktor ispovjediš umreš ula pluć ko srednj vjek,3
bog propa ponor pakl jeb ko glas izbor lopov kriminalc stit mafij olos drzav ko vjeruj raj normaln,3
cek dobi nekakv krun konta bijesn nis kuz jbm sta uopc otvara index zna normaln vijest lupi,3
svak bezosjecajn komentir tem glup bol informir zen pat nist bolj sut,2
pusi kurc govori ce prekid oglasi torcid drug skupin novinarsk gub,3
jadn majk dođit opljačka prazn džepov vratit nazad svedsk,1
osuđuj roditelj odgoj pitanj misli roditelj odgaja djec ubi nema djec jak mal sjeti komentar djec dođ pubertet,2
gleda placi dalj sjedi dom nemojt buni treb nada ce jos dodatn nagradi,2
spodob uvel razdeljnik ljud placa grijanj vis cak stanov boravi dobiva ogromn racune.lazljivic ofucan,1
dijaspor kgk dozivljav performer slika red susret veceric tamburic vec iduc dan postoj hr politicar dozivljav shvca ozbiljn dijaspor bas blesav,1
trgovc rabljen plastik,2
im prav ministric novinar si donijel pozornic dal siđ,2
član 111 stav 12 zakon internet sluzben novin rh 23 16 navod slijedeć `` kazn iznos 50.000 kun kaznit urednik moderator administrator svak drug odgovorn osob objavitelj web sadržaj javnost put internetsk provajder objav krajnj nebitan element neistin opć standard priličn glup sadržaj ``,3
gospodin kujundžić bolj svma otišl svećenik,3
konačn shvati vakul snijeg nagl pad temperatur bić kišovit vjetrovit kiš pada puš vjetar bić sunčan cijel hrvatsk oblac pojav sakrij sunc sklad daj mal doprinos utakmic hrvatsk ukrajin odgovorn tvrdi pobijedi ukrajin iznenad pobijed uzm bod p.,1
zna najviš buni boljel znač posebn porod zna počet boljet im žen najveć kučk im neizdrživ problem zna cur pada nesvijest završava hitn pretpostavlja glum lijep završava hitn infuzij lol,2
vid razlik izmedj zen kcer bezvez kcer izgled ko im 40 nezna mlad curick bas zel mozd modn izricaj bitan oblac starij gospodj lic titin jovanku.stet cur kcer nezna,3
novinar daj prav srbin čuj dobr bav kokošar slik spoj krelet keleminc poubijaj poljančet novinar najveć zlo balkan,3
sirotic pogl kak uništen pranj suđ bašt rmbačenj zadnj 50 godin mršupičkumaterin neradničk,3
bić plati liposukcij nezna ahahhah,2
andrej čist promašaj odgoj poticanj malog princ jak zajeban seljačk mozg djetet odras jak mladić zajebava dal roditelj zna mladić osjeć piš milijun javn dostupn mrež mercedes šmrkavc specijalc 5000 kn moli odrasta zagreb špansk cijel ekip trenutk 90tih završi špric misli cijel ekip došl krađ kuć dućan tez kriminaln dijel nem živ voli zabavi opustit dečk mene.znaš drža jeben stra poštovanj roditelj strahopoštovanj new ag idiotsk unicef sličn lupetarij djec moraj pustit izraz smij reć sličn strahopoštovanj usađen omladin događa tešk odgaja uspjet napravi čovjek slaž najtež zadatk osob cijel život,3
hrvatsk `` superljud '' uspi nazov `` prehranit '' jadn plać platit režij zlu treba kupi lijek,2
acdc majic slusa cajk,2
članak čita ministr reka zlonamjern izvadi naveden misa kontekst moli momentaln odstup ministarsk funkcij vjeruj liječnik mož obnaša časn funkcij,1
nema svećenik pita razmišlj ministr otišl doktor svećenik bijel svijet cijen dovoljn dava izjav ministr zdravlj sulud glup,1
hahahhahhahhahhahah moli objav im pocinitelj poklon kralj,3
ank rok trajanj završi gunj 1.700 eur kvadrat obnov kuć,1
voz zimsk mjesec autocest moz zakljucit neisplativ vec usporedb europsk zemlj cest pust nest kamion aut nema proizvodnj gospodarstv mog isplatit autocestu.ceka lit oder turist to.jadn bijedn niz cijen potakn vec promet autocest poskupljuju.jadn bijedn politik,1
`` brizn majk '' bas nas mjest cet hvali `` moz dogodi '' poruk nemojt previs pametova znas cek zivot '',3
prodaj ogulinsk kisel zelj,2
oć kurc bol naveden stvar rat ljud odoš njemačk austrij irsk pametan mar ustaš četnik,3
većin primoran žel rad mog dovoljn zaradi osnovn potreb im djece.on srednj sloj radnic stednj sloj lječnic odvjetnic obicn radnic siromasi.z normaln zivot mora imat 12000kn primanj prezivljavanj,3
naravn gurn sin marić politik priprem teren sta kaz glasa dalj diz cijen plin struj cestarin porez njem promatraj najgor bukvaln bjezanj tamnic mladi obrazovan ljud traz spas zapadn zemlj naravn građan opljacka todorić platit,1
kreten kamenjarsk mož put izvučen kontekst čoban odurn naglask fac odurnij seljačk frizur normaln držav razriješen dužnost 25. sekund,3
lijep svak način mladost lijep,2
od mog normaln zivit radi posten plac mozd vrati,2
zadnj put sre inteligencij,1
razlika.glup glup druga.sa lijev stet svima. desn,3
vidi stilsk uzor jovank broz,3
radij ljetn vrijem cijel godin zim ustaja ran iskoristi svjetl dan,2
jbg momak društven prihvatljiv obitelj dobi uvjetn kazn komsic izmasakrir cur imat olakotn okolnost huligan,1
šmink plastičn pun botox treba nosi oznak paz zapaljiv čel užas psih nakaz,2
coric andrijasevuc cist lakrdij cestitk sinocnj pobijed taktick odigra sjajn izmjen dosl prekasn srec skup kosta obzir evidentn pad zadnj 20 min mozes igra presing nametn visok rita igr izmjen napravi 10 min kraj utakmic gospodin cacic im super kvalitetn generacij izravn plasman sp strasn sramot tesk moz vidjet znanj imas kvalitetn igrac jos odluci hrabr pozrtvovn brani boj domovin cacicev djel treb cestita leskovic plivaric jucer odigra cak dobr utakmic najvis zahvaljujuc manzukic nema trazit reprezentacij zna deficitn pozicij lijev bek cem slozit pozicij im bolj alternativ sigurn leovc obramben dalek bolj tesk konkurencij plivaric leskovic vrijedan spomen misli cacic zna zast zva zna mamic misli treb vis nist doda jos mor nac mjest zs andrijasevic santin pasalic eaton mora dat sans dobi provjeri momc mog jbg gazd ned coric mor proda treb vis nist doda,2
ak normaln izađit izbor glasaj njih.ev prilik podrži baha čin ponašanj pruž 21.5 godin reć lokaln izbor mjenja ništa.itekak mjenja treb počistit kuć igled hrva patim štokholmsk sindrom ak bolj jeb izrabljuj boj njih.zat nemojt buniti.jer glasa opkrao.t domoljub velik razori hrvatsk četnic tit nacist skupa.p gospod drag naprjed slobodn dajt podršk svatit poskuljenj plin struj porez nekretnin predizborn kampanj,3
drag gospođ kolind živjel radi radi par godin radi obitelj mjesec rad struc dalek švedsk zaradi novc godin lijep radi glumi gljiv pretvara nest radi seljan misl bogat eu zna drag gospođ traj let avion zagreb švedsk zaboravi imat privatn avion nema pojm beograd let traj sat 10 min zna put rentabiln novčanik psih zagreb treba ljud dolazit hrvatsk im djec čeka isel smjeh kvazi-države.kad od konačn zapali im zaboravi nočn mor,3
treb bojkotir kupova trgovin sjeban narod,1
sramot drzav di pojavi..,1
jedin čovjek im mud hdz-ovc sasut istin fac,3
"obeć ubi rođen oc rođen majk treb smanjit kazn kraj treb oslobodi ,al čvrst obeć",2
korist nem namjer ljetn računanj vremen poveć produktivnost rad ostvar ušted el.energij ostalog efekt izosta glupost narušav čovjekov biorita štet zdravlj osta,2
jeb mi majk jel sranj predsjednic stok seljačk koljen stavi fotk vidi izgleda bagr smrdljiv,3
kolind splet nesretn okolnost slika ustask zastav digl nog stol javnost sponzorir svecenik organizacij `` ginekolosk '' kongres prijateljeva mamic slika ko turist bijel kuc nas trosk naravn jadn ponasanj funkcij,1
blokiran treba izić ulic nepoduzm bog pomoć vlad izabran štit kriminal rumunj napredn pokaza,3
govn komunističk udari krav slik dres srbij iskaži poštovanj presjednic .on prav dam zaslužuje. slik kazuj velik većin gejev nevoli lip slik žena.velik većin blat presjdnic članov pedersk udrug,3
ministr zdravstv republik hrvatsk 21. stoljeć spašava ko mož '',1
dalek kardashian normaln građ im oblin debel oblin sal cur slatk lic normaln vid debel savršen,2
milanovic nec nist sdp milanovic cel zaustavij pad gospodarstv hrvatk preokren rast zamoli vra nauc zaustavi iseljvanj mlad zna jarnii mozet istin,3
vlast zagreb osiguraj egzistencij im švedsk pukl žen ko kokic brij crn humor,2
sramot ruga ismijava osobit predsjednic držav prestrašn ljud nema kultur pozna minimum bonton današnj novinarstv dno dna sramot tim bav,3
dooooodi donesi vas novc uzmem ovdij nem vis nist potrosi razijeba okrivi komunist narod ce dalj slijep vjerova,2
nist cudn mentaln fizick zlostavljanj djec katolick tradicij,1
čudi kujundžić ko pur drek dobi izbor znač preslik većin građan rh.. volj dobi izbor vlast..,3
im prezim adres redakcij moli odem uzet zivotinj im zivot majk prirod vra,2
postignit rezultat im for naslikava uljepsava hoc stoj prav uspjeh znoj razlik jedin zanimacij,2
razvoj mozg mož razglaba besvijest nem 60 populacij,3
pročita naslov misli čovjek napa mal digl panik vez,3
padobranc odbi počastit,2
znac `` in '' `` cool '' trend nalaz zen svakodnevn nosi majc klosark jad jadn nosi plasticnjac cajkaros majc prav glazbenik ostavi normaln ljud mjest,3
sra uopc nest kaza aloo plenk loz ce pun kriminalc imas obraz poziva normaln ponasanj pljuc,1
jos id rodi muz hahah,3
vratit cek strucn osposobljavanj posl lagan skupljanj boc zaradis ekolosk osvjesten kuz sjevernjak,1
možet osuđiva vidi imat djec mućn glav zna ček bas nas mjest di cet istica brižn majk sra,2
sramot svijet definitivn najgor garnitur nestručn prodavač magl dočepa fotelj 27 godin laž lopovluk,1
fin pristojan momak kazet jbt dobar svak slik podignut srednj prst fantomk palic hahhaha jak uzoran deck vidi,2
dobr odigra kreten staln curi stran čist nul,2
buck preslatk al voli slatk mjeri,2
idiot idiot dajet medisk prostor idiot zast piset moguc uvofenj pdv nekretnin zast piset poskupljenj struj plin zast piset svakodnevnic hrvatsk gradan zast,1
rođen imas stipendij studentsk dom rodi rh dobijes kart njemačk,3
logik prosječn hrvatsk balvan cestarin 1000 kn autocest `` '',3
novinar stok zlo predstavlja filantrop michael jackson cijel život pomaga razn način sarajev vrim rat posla avion humanitarn pomoć vrjedn mij dolar ko vjeruj im youtub život humanitarn svrh da 300 miljon dolar dan zarađuj velik di prihod id hum.svrh usudi nazva filantrop covjek stvarn podijeli javnost smrt humanitarn rad list impresivn zaslužuj ugled svijetl dan ljud sazna covjek dno novinarstv,3
ko mal korade..lokaln šerif..frend lojaln straha..pljuc..pičk red,3
prod vi imanj helikopter jaht osta sta im ce smanjit dug ostac muk muc,1
prosl rat vol glumi `` velik ratnik '' izgled ce rat prica pisa pravi filmov jos 500 godin mlad odlaz hrvatsk ostaj prazn vazn divot,3
vlad pomoć žel vratit sigurn šal neb priča glupost opravi labuđeg jezer bolj razmisli mogl dogodi dijaspor nakrc mercedes kren domovin vlad predsjednic izabra neb im povjerenj,1
izađeš impresivn zgrad šupak svijeta.. katoliban malograđanštin ostalog seljakluk čobanluk jbg,1
gospod drag mjesec lokaln izbor hrvatsk imat prilik dat glas hdzu lokaln uništ,3
ustaš rad,3
kriv vlad hdz jos vrijem pretvorb dal kn treb oduzet remetinc spasava ko spasav sirotinj .sa harac nov nov porez sjed milijun .brig dalick plenk maric koluta oc laz oc,1
sreć marin le pen zna politik jasn glasn glum sa svjesn prv govori zalaga kontr žen saber spust zemlj hrvatsk jadn bijedn opustošen gladn stvarnost,1
uciteljic star vjestic ljubomoran malog,3
pokojn otac put pogleda slik mog reagir mulac 18 godin nem normaln slik jak zabrinjavajuć,2
pašk sir istarsk pršut zagorsk štrukl pas dalmatiner slavonsk kulen međimursk gibanic splitsk krokant mandulat ličk krumpir luk modrić kolind nk rijek,3
utakmic srbij hrvatsk beograd zapaljen zastav ljubav hrvat,3
bak strpa zatvor 84 kun sra bilo.gdj obraz,1
sekund ljut vec neugodn,2
treba uvest pravi nemooz ministr rad nem odradjen sezon baustel blagajn supermarket sl mjesec dan rad trac textiln tvornic vid rad,1
kužiš uvali rat možem poslat nezaposlen izgin nezaposlenost riješen,3
splet nesretn okolnost im tuk važn funkcij,1
bolj makn dan duz shvaca zast smet,3
pomogn oćem,1
film nezaposlenost hr p.m,1
zanimljiv zauzima stavov film pogleda čin jak pun odluči film odličan odluči sramotan stav drža film misli većin važn kvalitet film polemik vodi oluj legitimn zločinačk akcij oluj akcij predstavlj točk zaustavljanj srpsk agresij hrvatsk iluzorn vjerova nezadovoljn ishod rat prizna oluj legitimn akcij pozitivn mogl izgradi srbij zauzel stav `` napa izgubi ograđuj politik velik srbij pustim prošlost okren budućnost '' hrvatsk govori nasljednic ndh oluj zločinačk pothvat argumentir ukazivanj pojedinačn zločin postoj rat mir svijet zvjerstv 1991. govori stvar stoj stoj dominantn retorik istinsk pomirb forsir slik hrvatsk fašističk zemlj rehabilitir ustaštv hrvatsk generaln jasn glasn ogradi ustaštv ndh fašizm srbij četništv idej velik srbij ogradi zna post reagir ukazivanj sporadičn pojav veličanj ustaštv stran marginaln skupin prikazivanj veličanj ustaštv ustvar ploč jasenovc zna ustraja retoric istin zan,3
per drog znac radi pošten zarađuj novc besposličar lijenčin pobjega velik radnik hrvatin dođeš kuć praznik kurcis novi bmw-om velik fac manj makov zrna.pljuc,3
napravi nedjel ubi roditelj otić tulum doživotn robij prisiln radom.očit život radi im,3
gazd mora osudt godin poče štampa konzumov bon `` plaća '' kompenzacij firm plača radnik božičnic regres g. .to klasičn upad monetarn sustav držav tj.štapsnj agrokorov novc prisiljavanj ljud kupuj isključiv,1
gleda nas cur nos majic piš ac/dc nirvan iron maiden pita americ cur nos majic piš cev karleus sandr afrik,2
zast zapljen todoricev imovin namir di dug izbaci uprav postupak pozna uzel pevec imovin todoric svet krav,1
fin strpa psihijatrij poslat popov odrad egzorcizm,3
frajer stav slik vidi slicis mor mestrovic klesa znaš krav čovjek vidi im prav napisa piš tešk glupost vjeruj htjel ljud zna,3
andj mestrovic domovin najbolj vol sigurn udaljenost gospođ,1
gosp pernar uhljeb konkretn radi nest proizvodi nacin pridonosi izvodi gluparij ponasa izivljen derist klaun cirkusir cirkus zabavlja vas koleg dobiva visok plac skup radec nist plac grbac lud glup narod dozvoljav nazalost,3
očekiva vlad umrežen kriminal mafij mal beb .. im idealn uvjet kriminal treb red pogleda ministr zna kak rulj zadojen fac grešk nema podršk neb točk,1
kontekst usporedb nem smisl izvađen idiotarij,3
klosar tursk predug svast tolerir dobijes prav opasnost stabilnost izjav jak lijep ulozit odrzavanj europsk granic deportacij turak drzavljastv europ,3
najzesc obuk adidas obrv nik,2
ostatk narod bankrotir ko todor cet donijet zakon spas ostali ljud moguc supak uziv blokiran tet fin ko osta stok sitn zub eeeeeeejjjjj,1
pogled uzasn bog odoli start uzas,2
odjebi br vis balkan bolj gleda terorizm svakodnevan verovatn ce jos vis ce pr rat nemojt vecit skrecet paznj balkan prigusti hohstapler,3
konacn pomak hrvatsk pomic sat nedjelj,1
zna jel uporedb plenkovic josipovic uopc mjest premijer predsjednik josipovic govori lignj bezkicmenjak sta nema pojm pogleda plenk lignj mes lignj im hrskavic `` kost '' hocet lic morsk krastavc oli trp jednostavn nist ameb,3
marić agrokor zadužen laganj investitor laž agrokor,1
"vlastit stan malad bračn par aut srednj klas hran pić kazalist kin tjelovjezb dodatn obrazovanj odjec obuca,1 godisnj ljetovanj nest rastrošn normaln život govori djec djec trošk rast naravn",1
mal der toooo vrijem mlad lijep karakonđul krv vod zadnj im,2
normaln bol kurc pises gled stavlj sta hoc ak pas nem visi fb,3
kurc seret ustan sat pokazuj kazaljk problem radi sat dom .zast nezna spavanj sloz vuric napred naza hrkanc nevidi problem ko jeb .a pricaj ritm odjebi .moj bak baric zivjel radi cjel zivot zna sta cul ajd odjebi stim modern izricaj misli nest,3
im bagr četnik ustaš rodi stran im kap šubar treb ignorir,3
babuskar nezn podnjet kritik misl najbolj .bljuv bljuv taman zanimljiv gleda,3
djec im molitelj drž propovijeda triba koristit kontracepcij korist kontracepcij triba imat 6-7 dic im ko osta nemoraln svit,1
reka poznanik rođak pozna žen priča susjed pozna čovjek tetk čul kolegic švedsk razmišlja povratk čitav minut,2
glupost..star osjeća stari im 41 g. djec 19 12 godin dan osjeća star djec vol mam izgled bab,2
znac ponovi gradiv aerodr dobiv im čovjek stvorij 200 bogat familij osta sirotinj ce odletjet trbuh kruh zivi lijep nas,1
imat muz mrak satara .teršelić sličn snjim slika zabavlja ljvičask libelarn sljedbenik,3
bedastoc zeljk odusta tjedn ispa zmrda voljel ispadn sanj gadur turb mlad nem pojm nicem dozvoli vra tin odusta di rok ponedeljk snadj dom tjedn pametovanj bas bezvez,2
mog pisa hoč mog novin porta objavi vjest protest mal ljud sjeba ulaženj todoričev dučan meg market dan im 10 aut parking voć povrč star sasušen ljud možem razjeba bojkot rekl vlad sram nem potreb nema obraz obzir sram kopi marič svjestan im kljuk todorić vidi mog kroji zakon sadi vrt uzgaja životinj zakon objes mačk rep,3
plenkovic smrad todoricev sin voz helikopter nas plasticn igrack mog imat plenkovic djubr pickast hrvatsk im ee da pitanj =ljigavc zast otvoris komunistick arhiv strank jedin zast plenkovic pljun oca gad,3
index opsjedn ustaš vol pisa srb čovjek pomisli srpsk porta,3
običn lopovsk seljačin todorić zna piš propa glup žicaj platim glupost seljačizm oduzet imovin dat ljud otpremnin spominja proljev obitelj,1
vratit treba punit proracun vlad drzav hrvatsk .od cem krast odet p.s kolind rekl nem iseljavanj istin odlaz vra otisa presmjesn,1
im dosj učlan hdz zagarantiran mjest vlad veleposlanstv sidney,1
konzum stvara ljud ukra kradezeovsk smrad im obraz reklamir 60 godin postojanj,1
dobr kaz nas kolind lud radi 1600e mog hrvatsk 2400kn jos prima plac sretan radi nas kolind lud,1
zna ja..n komentir nogomet..jer zanima..zast komentir nest zan,2
kaž zna `` neznan junak '' im hrvoj hreljanović dug sel skromn osob vlatit suprug reka reka pita pročitan člank pita reka radi posa,3
američk demokracij možd savršen dvojben odluk gdina.tramp ruš okružn suc usuđuj osporava ih.rušenj ob car podrža određen br republikanc tretiran izdajnic strank usud izbaciti.koj sudac eventualn gdina.kolakušić usudi napravi sličan korak.nijjedan sudstv korumpiran srž,3
megaloman izumrl obrt mal trgovin mal proizvođac spasav naveden gurn ponor.nema sram,1
todorić držav oprašt 400 000 000.00 kun sirotinj poklanj špag vješanj uvjet im drv možeš objesi,1
ljud razumij kritičk govor satir `` blaćenj ugled hrvatsk '' prijavi mnog političar predsjednic držav,3
lopuž hrvatsk treb svjetl budućnost,3
"dobr počn uvodi strož kazn zatvor americ ubojstv 60 500 godin 2,3 doživotn ubij cijel familij od psihijatrij slobod 2-3 godin",3
šmink photoshop najbolj izdanj,2
hah najbolj spoj otic gdjic mor il bazen potoca znas di,2
zakon državn jamst ekip obogati sumnjiv okolnost tijek 90-ih godin mož mirn spava zapn hrvatsk porezn obveznic,1
placaj kopa kant smec dan bitn im hrvack nda '',3
naporn iskompleksiran krmač mož izdrža naglas dobr osjeć tijel bol kurc '',3
josip broz tit veči velikan povijest tit zaslužuj naprav grad hrvatsk,3
mozem laprda koli hocem tros nas novc ples balet ceslj trepavic prosetav dizajnersk haljinic bol brig narod ..,2
lakrdij držav,3
izvanredn stanj slavon ljud iseljava gladn otrovan vod blokiran deložiran pišet jeb pas mater,3
gad kompletn predsjednic poziv dijaspor svedsk tjedan dan govori ce govori id zel otic anemicn premijer komplet trul vlad ministr cin ziv svicarskoj..fuj,1
todorić izbor zna cijel sustav urušav poduze vidljiv korak 1. proda dionic agrokor tim napravi prevar ostali dioničar zlorabi informacij 2. ubaci marić vlad automatsk sukob interes dalić in osigur odstupnic eventualn uvuč držav postupak sanacij novc građan rh sačuva dup imovin mora ić bubanj treb zaposli od zatvor viličar pevec zdravk,1
ljud im sin jedinic živ čita pita roditelj pogriješi jadn ljud misli ubi posvađa mož kasn pomiri događaj treb zamisli čovjek vid djetet griješ misl faz znaš djelova propa obitelj tužn,2
gleda gospođic sređen nov godin slijedeć n.godine.ak nema pametn nemojt iritantn,2
napisa namjerava napisa riječ sreč nemojt postoj piš sreć lijep pozdrav,2
tip izgled bolj 90 mlađ ..a zast uvik mor zabada nos di mist,2
